company,score,towns_cities,counties,routes,tags,linkedin_company_search_url,linkedin_jobs_search_url,linkedin_recruiter_search_url,linkedin_hiring_manager_search_url,outreach_reason,connection_note
IDEABEAN SOFTWARE TECHNOLOGY LTD k,94,['eighley'],['Worker ('],['Skilled Worker'],"['software', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=IDEABEAN+SOFTWARE+TECHNOLOGY+LTD+k,https://www.linkedin.com/jobs/search/?keywords=IDEABEAN+SOFTWARE+TECHNOLOGY+LTD+k+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=IDEABEAN+SOFTWARE+TECHNOLOGY+LTD+k+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=IDEABEAN+SOFTWARE+TECHNOLOGY+LTD+k+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in eighley.,"Hi, I noticed IDEABEAN SOFTWARE TECHNOLOGY LTD k is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at IDEABEAN SOFTWARE TECHNOLOGY LTD k."
KLV Software Solutions Ltd Staines,94,[],['Worker (A ratin'],['Skilled Worker'],"['ai', 'services', 'software', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=KLV+Software+Solutions+Ltd+Staines,https://www.linkedin.com/jobs/search/?keywords=KLV+Software+Solutions+Ltd+Staines+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=KLV+Software+Solutions+Ltd+Staines+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=KLV+Software+Solutions+Ltd+Staines+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed KLV Software Solutions Ltd Staines is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at KLV Software Solutions Ltd Staines."
MAIA Tech Systems Ltd,94,['Hudders eld'],['West Yorkshire W'],['Skilled Worker'],"['ai', 'systems', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=MAIA+Tech+Systems+Ltd,https://www.linkedin.com/jobs/search/?keywords=MAIA+Tech+Systems+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=MAIA+Tech+Systems+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=MAIA+Tech+Systems+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Hudders eld.,"Hi, I noticed MAIA Tech Systems Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at MAIA Tech Systems Ltd."
Rainbow Software Solutions Limited Leed,94,['s We'],['st Yorkshire Work'],['Skilled Worker'],"['ai', 'services', 'software', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Rainbow+Software+Solutions+Limited+Leed,https://www.linkedin.com/jobs/search/?keywords=Rainbow+Software+Solutions+Limited+Leed+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Rainbow+Software+Solutions+Limited+Leed+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Rainbow+Software+Solutions+Limited+Leed+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in s We.,"Hi, I noticed Rainbow Software Solutions Limited Leed is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Rainbow Software Solutions Limited Lee"
TOP SUN TECHNOLOGY DEVELOPMENT LIMITED Cramli,94,['ngton'],['Worker (A r'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=TOP+SUN+TECHNOLOGY+DEVELOPMENT+LIMITED+Cramli,https://www.linkedin.com/jobs/search/?keywords=TOP+SUN+TECHNOLOGY+DEVELOPMENT+LIMITED+Cramli+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=TOP+SUN+TECHNOLOGY+DEVELOPMENT+LIMITED+Cramli+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=TOP+SUN+TECHNOLOGY+DEVELOPMENT+LIMITED+Cramli+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ngton.,"Hi, I noticed TOP SUN TECHNOLOGY DEVELOPMENT LIMITED Cramli is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at TOP SUN TECHNOLOGY DEVELOPMENT L"
AI DATA LABS LTD London,92,[],['Worker ('],['Skilled Worker'],"['ai', 'data', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=AI+DATA+LABS+LTD+London,https://www.linkedin.com/jobs/search/?keywords=AI+DATA+LABS+LTD+London+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=AI+DATA+LABS+LTD+London+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=AI+DATA+LABS+LTD+London+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed AI DATA LABS LTD London is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at AI DATA LABS LTD London."
CloudMind AI Limited Bromley,92,[],['Worker (A rating)'],['Skilled Worker'],"['ai', 'cloud', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=CloudMind+AI+Limited+Bromley,https://www.linkedin.com/jobs/search/?keywords=CloudMind+AI+Limited+Bromley+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=CloudMind+AI+Limited+Bromley+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=CloudMind+AI+Limited+Bromley+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed CloudMind AI Limited Bromley is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at CloudMind AI Limited Bromley."
Cloudscouts Technology Services UK Ltd Slough,92,['Berkshire'],['Worker (A rating)'],['Skilled Worker'],"['cloud', 'services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Cloudscouts+Technology+Services+UK+Ltd+Slough,https://www.linkedin.com/jobs/search/?keywords=Cloudscouts+Technology+Services+UK+Ltd+Slough+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Cloudscouts+Technology+Services+UK+Ltd+Slough+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Cloudscouts+Technology+Services+UK+Ltd+Slough+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Berkshire.,"Hi, I noticed Cloudscouts Technology Services UK Ltd Slough is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Cloudscouts Technology Services "
Cloudtech Technology Services Ltd Hudders eld,92,[],['Worker (A rating)'],['Skilled Worker'],"['cloud', 'services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Cloudtech+Technology+Services+Ltd+Hudders+eld,https://www.linkedin.com/jobs/search/?keywords=Cloudtech+Technology+Services+Ltd+Hudders+eld+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Cloudtech+Technology+Services+Ltd+Hudders+eld+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Cloudtech+Technology+Services+Ltd+Hudders+eld+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed Cloudtech Technology Services Ltd Hudders eld is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Cloudtech Technology Services Lt"
Digital.ai Software (UK) Ltd.,91,['London'],[],['orker'],"['ai', 'digital', 'software', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Digital.ai+Software+%28UK%29+Ltd.,https://www.linkedin.com/jobs/search/?keywords=Digital.ai+Software+%28UK%29+Ltd.+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Digital.ai+Software+%28UK%29+Ltd.+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Digital.ai+Software+%28UK%29+Ltd.+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It has a listed presence in London.,"Hi, I noticed Digital.ai Software (UK) Ltd. is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Digital.ai Software (UK) Ltd.."
Fintech Digital Solutions Ltd London,91,[],['Worker (A rating)'],['Skilled Worker'],"['digital', 'finance', 'services', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Fintech+Digital+Solutions+Ltd+London,https://www.linkedin.com/jobs/search/?keywords=Fintech+Digital+Solutions+Ltd+London+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Fintech+Digital+Solutions+Ltd+London+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Fintech+Digital+Solutions+Ltd+London+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed Fintech Digital Solutions Ltd London is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Fintech Digital Solutions Ltd London."
Nimbus Digital & Technology Innovations Stratford-upon-Avon,91,[],['Warwicks'],['Skilled Worker'],"['digital', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Nimbus+Digital+%26+Technology+Innovations+Stratford-upon-Avon,https://www.linkedin.com/jobs/search/?keywords=Nimbus+Digital+%26+Technology+Innovations+Stratford-upon-Avon+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Nimbus+Digital+%26+Technology+Innovations+Stratford-upon-Avon+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Nimbus+Digital+%26+Technology+Innovations+Stratford-upon-Avon+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed Nimbus Digital & Technology Innovations Stratford-upon-Avon is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Nimbus Digital & T"
Data Market Information Technology Ltd Lon,90,['don'],['Worker ('],['Skilled Worker'],"['data', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Data+Market+Information+Technology+Ltd+Lon,https://www.linkedin.com/jobs/search/?keywords=Data+Market+Information+Technology+Ltd+Lon+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Data+Market+Information+Technology+Ltd+Lon+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Data+Market+Information+Technology+Ltd+Lon+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in don.,"Hi, I noticed Data Market Information Technology Ltd Lon is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Data Market Information Technology "
